N,DEWP,TEMP,PRES,WIND_SPEED,SNOW,RAIN,PM25,PM25
609,-11,-3,1015,3.13,0,0,147,147
610,-10,-1,1015,6.26,0,0,158,158
611,-9,1,1015,9.39,0,0,153,153
612,-9,3,1015,1.79,0,0,154,154
613,-9,4,1014,4.92,0,0,143,143
614,-9,6,1013,8.05,0,0,90,90
615,-13,8,1012,16.1,0,0,55,55
616,-14,8,1013,24.15,0,0,52,52
617,-14,7,1014,32.2,0,0,41,41
618,-13,7,1015,39.35,0,0,29,29
619,-13,5,1016,47.4,0,0,37,37
620,-12,4,1018,52.32,0,0,49,49
621,-13,3,1019,56.34,0,0,56,56
622,-14,3,1020,62.15,0,0,38,38
623,-14,3,1021,67.96,0,0,37,37
624,-14,0,1022,71.98,0,0,28,28
625,-13,-1,1023,76.9,0,0,20,20
626,-15,-1,1023,7.15,0,0,22,22
627,-15,-1,1024,12.07,0,0,27,27
628,-15,-2,1025,16.09,0,0,34,34
629,-15,-2,1025,21.01,0,0,27,27
630,-15,-3,1025,25.03,0,0,32,32
631,-15,-3,1025,3.13,0,0,28,28
632,-15,-3,1026,8.05,0,0,28,28
633,-16,-3,1027,12.97,0,0,18,18
634,-17,-2,1028,20.12,0,0,17,17
635,-18,-2,1029,25.93,0,0,16,16
636,-19,-1,1028,35.76,0,0,18,18
637,-21,1,1027,44.7,0,0,16,16
638,-24,1,1026,53.64,0,0,12,12
639,-25,1,1026,62.58,0,0,13,13
640,-25,1,1026,72.41,0,0,23,23
641,-24,1,1026,82.24,0,0,21,21
642,-25,0,1026,91.18,0,0,13,13
643,-22,0,1027,99.23,0,0,14,14
644,-20,-1,1027,103.25,0,0,23,23
645,-21,-1,1027,105.04,0,0,16,16
646,-21,-4,1028,0.89,0,0,25,25
647,-21,-2,1027,4.02,0,0,20,20
648,-22,-2,1027,7.15,0,0,25,25
649,-22,-1,1027,12.07,0,0,19,19
650,-21,-4,1027,15.2,0,0,24,24
651,-21,-4,1026,0.89,0,0,25,25
652,-19,-8,1026,1.79,0,0,20,20
653,-20,-7,1025,0.89,0,0,24,24
654,-20,-8,1024,1.79,0,0,17,17
655,-18,-10,1024,0.89,0,0,10,10
656,-21,-2,1024,4.02,0,0,11,11
657,-21,-1,1025,9.83,0,0,16,16
658,-24,1,1025,17.88,0,0,20,20
659,-25,2,1025,26.82,0,0,13,13
660,-24,3,1024,33.97,0,0,12,12
661,-25,4,1023,42.02,0,0,12,12
662,-24,5,1022,50.07,0,0,12,12
663,-25,6,1020,57.22,0,0,12,12
664,-25,6,1020,65.27,0,0,31,31
665,-23,6,1020,72.42,0,0,36,36
666,-22,5,1020,78.23,0,0,42,42
667,-21,5,1020,84.04,0,0,52,52
668,-20,5,1020,89.85,0,0,26,26
669,-20,3,1020,93.87,0,0,24,24
670,-20,3,1020,97.89,0,0,25,25
671,-19,3,1021,101.02,0,0,43,43
672,-19,3,1020,105.94,0,0,47,47
673,-18,0,1020,109.96,0,0,61,61
674,-18,0,1020,114.88,0,0,66,66
675,-15,-1,1020,1.79,0,0,65,65
676,-15,-2,1020,0.89,0,0,70,70
677,-16,-1,1020,4.02,0,0,36,36
678,-16,-4,1019,8.94,0,0,37,37
679,-15,-5,1020,0.89,0,0,22,22
680,-16,-5,1020,3.13,0,0,24,24
681,-15,-6,1021,0.89,0,0,29,29
682,-15,0,1021,4.02,0,0,35,35
683,-18,3,1021,8.04,0,0,35,35
684,-21,5,1020,12.96,0,0,33,33
685,-22,6,1020,18.77,0,0,32,32
686,-22,7,1019,25.92,0,0,25,25
687,-22,7,1018,35.75,0,0,16,16
688,-23,7,1018,45.58,0,0,26,26
689,-23,7,1017,52.73,0,0,32,32
690,-22,6,1018,58.54,0,0,36,36
691,-21,5,1018,64.35,0,0,37,37
692,-21,5,1019,70.16,0,0,45,45
693,-19,4,1019,74.18,0,0,71,71
694,-19,5,1020,78.2,0,0,67,67
695,-19,2,1020,81.33,0,0,69,69
696,-18,2,1021,84.46,0,0,94,94
697,-18,1,1021,87.59,0,0,85,85
698,-18,1,1021,90.72,0,0,35,35
699,-16,-3,1022,93.85,0,0,26,26
700,-15,-2,1022,95.64,0,0,24,24
701,-15,0,1022,99.66,0,0,20,20
702,-17,1,1023,105.47,0,0,16,16
703,-15,0,1023,109.49,0,0,18,18
704,-18,0,1025,113.51,0,0,19,19
705,-17,0,1025,116.64,0,0,22,22
706,-17,2,1026,120.66,0,0,17,17
707,-19,3,1026,129.6,0,0,18,18
708,-19,4,1026,138.54,0,0,11,11
709,-20,5,1025,145.69,0,0,11,11
710,-17,5,1024,4.02,0,0,16,16
711,-18,6,1024,7.15,0,0,18,18
712,-18,6,1024,0.89,0,0,17,17
713,-18,5,1024,1.79,0,0,19,19
714,-17,4,1024,3.58,0,0,26,26
715,-17,1,1024,1.79,0,0,24,24
716,-15,-1,1025,2.68,0,0,54,54
717,-13,-1,1025,0.89,0,0,71,71
718,-8,-1,1026,5.81,0,0,129,129
719,-7,-2,1027,10.73,0,0,145,145
720,-7,-2,1027,13.86,0,0,101,101
721,-8,-3,1027,15.65,0,0,65,65
722,-9,-4,1027,0.89,0,0,70,70
723,-9,-4,1027,1.78,0,0,67,67
724,-9,-4,1027,0.89,0,0,76,76
725,-9,-4,1026,0.89,0,0,76,76
726,-9,-5,1027,0.89,0,0,68,68
727,-10,-4,1027,0.89,0,0,73,73
728,-10,-4,1027,0.89,0,0,73,73
729,-10,-6,1028,0.89,0,0,64,64
730,-9,-3,1028,1.79,0,0,53,53
731,-9,-2,1028,0.89,0,0,72,72
732,-9,-1,1028,1.79,0,0,78,78
733,-10,0,1027,6.71,0,0,72,72
734,-12,0,1026,10.73,0,0,56,56
735,-14,1,1026,14.75,0,0,54,54
736,-14,0,1025,16.54,0,0,40,40
737,-12,0,1026,19.67,0,0,49,49
738,-10,-1,1025,21.46,0,0,63,63
739,-9,-2,1026,23.25,0,0,66,66
740,-10,-2,1026,26.38,0,0,64,64
741,-10,-4,1027,30.4,0,0,63,63
742,-10,-5,1027,34.42,0,0,65,65
743,-10,-5,1027,39.34,0,0,64,64
744,-11,-7,1027,41.13,0,0,64,64
745,-10,-7,1028,42.92,0,0,62,62
746,-11,-8,1028,0.89,0,0,56,56
747,-11,-9,1028,1.34,0,0,87,87
748,-11,-10,1028,1.79,0,0,72,72
749,-12,-10,1028,0.89,0,0,104,104
750,-13,-11,1028,0.89,0,0,97,97
751,-11,-9,1028,0.89,0,0,96,96
752,-11,-8,1028,0.89,0,0,86,86
753,-10,-7,1029,1.79,0,0,85,85
754,-14,-6,1029,4.92,0,0,92,92
755,-18,-5,1029,10.73,0,0,55,55
756,-20,-3,1029,14.75,0,0,36,36
757,-20,-2,1028,16.54,0,0,27,27
758,-20,-1,1028,18.33,0,0,25,25
759,-20,0,1027,1.79,0,0,28,28
760,-22,0,1027,2.68,0,0,32,32
761,-22,1,1027,3.57,0,0,35,35
762,-19,-2,1027,1.79,0,0,43,43
763,-20,-4,1028,3.13,0,0,70,70
764,-21,-3,1029,4.02,0,0,83,83
765,-19,-6,1029,0.89,0,0,66,66
766,-16,-7,1029,0.89,0,0,70,70
767,-21,-5,1030,1.79,0,0,80,80
768,-19,-8,1030,4.92,0,0,88,88
769,-20,-8,1030,8.05,0,0,69,69
770,-21,-8,1030,0.89,0,0,71,71
771,-18,-10,1030,0.89,0,0,62,62
772,-17,-10,1030,0.89,0,0,73,73
773,-17,-12,1030,0.89,0,0,107,107
774,-17,-13,1030,1.79,0,0,94,94
775,-17,-13,1030,4.92,0,0,121,121
776,-19,-11,1030,0.89,0,0,132,132
777,-18,-11,1030,1.34,0,0,161,161
778,-18,-8,1030,1.79,0,0,120,120
779,-19,-4,1030,3.13,0,0,72,72
780,-20,-2,1030,4.92,0,0,58,58
781,-22,0,1029,12.07,0,0,34,34
782,-23,1,1027,19.22,0,0,14,14
783,-24,1,1026,28.16,0,0,17,17
784,-25,2,1026,37.1,0,0,15,15
785,-22,2,1026,46.93,0,0,23,23
786,-21,1,1026,54.08,0,0,34,34
787,-22,1,1026,59,0,0,96,96
788,-17,0,1027,63.02,0,0,87,87
789,-20,-4,1027,0.89,0,0,87,87
790,-20,-5,1028,1.79,0,0,95,95
791,-21,-6,1028,4.92,0,0,105,105
792,-21,-7,1028,0.45,0,0,114,114
793,-21,-7,1028,1.79,0,0,103,103
794,-21,-8,1028,4.92,0,0,99,99
795,-21,-9,1028,0.89,0,0,102,102
796,-19,-10,1028,1.34,0,0,104,104
797,-19,-10,1028,1.79,0,0,78,78
798,-19,-12,1028,0.89,0,0,33,33
799,-18,-12,1028,0.89,0,0,29,29
800,-20,-15,1028,4.02,0,0,27,27
801,-17,-10,1028,8.04,0,0,27,27
802,-19,-5,1028,12.06,0,0,26,26
803,-20,-3,1028,15.19,0,0,33,33
804,-20,-2,1028,4.02,0,0,29,29
805,-22,0,1027,3.13,0,0,31,31
806,-22,1,1025,7.15,0,0,28,28
807,-22,1,1025,1.79,0,0,28,28
808,-23,1,1024,4.92,0,0,61,61
809,-23,1,1024,6.71,0,0,64,64
810,-22,0,1024,8.5,0,0,80,80
811,-20,-4,1025,11.63,0,0,91,91
812,-22,-3,1026,14.76,0,0,79,79
813,-22,-3,1026,15.65,0,0,48,48
814,-20,-5,1027,1.79,0,0,59,59
815,-21,-3,1027,0.89,0,0,82,82
816,-19,-4,1027,1.79,0,0,63,63
817,-19,-4,1027,4.92,0,0,48,48
818,-19,-4,1027,8.05,0,0,54,54
819,-19,-4,1028,0.89,0,0,42,42
820,-19,-5,1028,1.79,0,0,47,47
821,-15,-5,1028,1.79,0,0,87,87
822,-13,-6,1028,0.89,0,0,105,105
823,-13,-7,1029,0.89,0,0,90,90
824,-12,-7,1030,1.78,0,0,101,101
825,-19,-6,1030,3.13,0,0,126,126
826,-18,-5,1031,4.92,0,0,114,114
827,-14,-4,1031,1.79,0,0,103,103
828,-13,-3,1031,1.79,0,0,114,114
829,-14,-2,1031,3.58,0,0,100,100
830,-13,-1,1030,6.71,0,0,72,72
831,-14,-1,1029,1.79,0,0,68,68
832,-13,-1,1029,1.79,0,0,72,72
833,-12,-1,1029,3.58,0,0,71,71
834,-12,-2,1030,5.37,0,0,80,80
835,-12,-4,1030,6.26,0,0,70,70
836,-13,-4,1031,8.05,0,0,63,63
837,-13,-5,1031,8.94,0,0,67,67
838,-12,-5,1032,9.83,0,0,62,62
839,-12,-6,1033,11.62,0,0,69,69
840,-11,-6,1033,13.41,0,0,58,58
841,-11,-7,1033,15.2,0,0,51,51
842,-11,-8,1033,16.99,0,0,51,51
843,-11,-8,1033,18.78,0,0,54,54
844,-11,-8,1033,20.57,0,0,45,45
845,-11,-7,1032,23.7,0,0,47,47
846,-11,-7,1032,25.49,0,0,85,85
847,-12,-7,1032,27.28,0,0,78,78
848,-12,-7,1032,29.07,0,0,68,68
849,-13,-7,1033,0.89,0,0,64,64
850,-12,-6,1033,1.79,1,0,65,65
851,-11,-5,1032,4.92,0,0,80,80
852,-11,-4,1032,8.05,0,0,74,74
853,-11,-3,1031,11.18,0,0,93,93
854,-11,-3,1030,15.2,0,0,77,77
855,-12,-2,1029,19.22,0,0,67,67
856,-12,-2,1029,22.35,0,0,84,84
857,-12,-2,1028,25.48,0,0,77,77
858,-12,-2,1027,29.5,0,0,83,83
859,-10,-3,1028,33.52,0,0,82,82
860,-9,-3,1029,35.31,1,0,100,100
861,-7,-4,1029,37.1,2,0,189,189
862,-6,-5,1028,38.89,3,0,99,99
863,-6,-5,1028,42.02,4,0,71,71
864,-6,-5,1027,45.15,5,0,43,43
865,-6,-5,1027,46.94,6,0,64,64
866,-7,-5,1026,48.73,7,0,68,68
867,-7,-5,1025,0.89,8,0,69,69
868,-7,-5,1025,1.78,9,0,65,65
869,-7,-6,1024,0.89,10,0,71,71
870,-7,-6,1024,0.89,0,0,77,77
871,-7,-6,1024,0.89,0,0,81,81
872,-7,-6,1023,1.78,0,0,88,88
873,-6,-5,1024,1.79,0,0,90,90
874,-6,-5,1024,1.79,1,0,92,92
875,-6,-4,1023,3.58,0,0,88,88
876,-6,-4,1023,0.89,0,0,80,80
877,-6,-3,1023,1.78,0,0,100,100
878,-7,-3,1022,2.67,0,0,105,105
879,-7,-3,1021,3.56,0,0,118,118
880,-6,-2,1020,1.79,0,0,125,125
881,-6,-2,1020,3.58,0,0,141,141
882,-6,-3,1020,5.37,0,0,152,152
883,-7,-4,1020,0.89,0,0,164,164
884,-7,-5,1021,0.89,0,0,147,147
885,-7,-5,1021,1.78,0,0,162,162
886,-6,-4,1022,2.67,0,0,157,157
887,-5,-3,1022,0.89,0,0,156,156
888,-7,-5,1020,1.79,0,0,160,160
889,-6,-4,1021,0.89,0,0,178,178
890,-6,-5,1020,1.34,0,0,187,187
891,-7,-6,1020,0.89,0,0,181,181
892,-8,-6,1020,0.89,0,0,185,185
893,-6,-5,1019,0.89,0,0,197,197
894,-6,-4,1019,1.79,0,0,180,180
895,-6,-4,1019,1.79,0,0,172,172
896,-6,-4,1020,4.92,0,0,166,166
897,-6,-4,1019,8.05,0,0,136,136
898,-5,-3,1020,12.07,0,0,133,133
899,-5,-2,1020,15.2,0,0,140,140
900,-5,-1,1019,0.89,0,0,159,159
901,-5,0,1019,2.68,0,0,169,169
902,-5,2,1017,1.79,0,0,170,170
903,-5,4,1017,0.89,0,0,184,184
904,-5,5,1017,1.79,0,0,163,163
905,-4,4,1017,4.92,0,0,140,140
906,-4,3,1017,6.71,0,0,144,144
907,-5,1,1019,0.89,0,0,166,166
908,-4,0,1020,0.89,0,0,196,196
909,-4,-1,1020,0.89,0,0,227,227
910,-5,-2,1020,1.78,0,0,210,210
911,-4,-2,1021,2.23,0,0,233,233
912,-4,-3,1021,3.12,0,0,258,258
913,-5,-3,1021,1.79,0,0,247,247
914,-5,-3,1022,0.89,0,0,230,230
915,-6,-4,1022,0.89,0,0,273,273
916,-5,-3,1022,0.89,0,0,253,253
917,-6,-5,1022,2.68,0,0,254,254
918,-6,-5,1022,5.81,0,0,241,241
919,-5,-4,1023,0.89,0,0,229,229
920,-5,-4,1023,1.34,0,0,199,199
921,-4,-3,1024,2.23,0,0,193,193
922,-9,1,1025,4.02,0,0,207,207
923,-15,2,1025,8.04,0,0,176,176
924,-17,3,1025,3.13,0,0,91,91
925,-18,4,1025,4.92,0,0,58,58
926,-16,4,1024,0.89,0,0,39,39
927,-14,5,1023,1.78,0,0,50,50
928,-13,4,1023,1.79,0,0,51,51
929,-12,4,1023,0.89,0,0,49,49
930,-11,3,1024,1.79,0,0,54,54
931,-10,2,1024,3.58,0,0,153,153
932,-7,2,1025,6.71,0,0,181,181
933,-6,0,1025,0.89,0,0,181,181
934,-8,-1,1026,3.13,0,0,182,182
935,-15,1,1026,8.05,0,0,156,156
936,-18,1,1027,12.07,0,0,27,27
937,-20,0,1028,16.09,0,0,16,16
938,-19,0,1028,21.01,0,0,22,22
939,-21,-1,1028,25.03,0,0,21,21
940,-21,-1,1029,29.95,0,0,6,6
941,-22,-2,1029,34.87,0,0,8,8
942,-22,-2,1030,39.79,0,0,8,8
943,-22,-3,1030,45.6,0,0,8,8
944,-22,-3,1031,51.41,0,0,10,10
945,-23,-4,1032,58.56,0,0,9,9
946,-23,-4,1033,65.71,0,0,20,20
947,-22,-3,1033,71.52,0,0,14,14
948,-24,-2,1032,77.33,0,0,16,16
949,-24,-1,1032,83.14,0,0,14,14
950,-26,0,1031,5.81,0,0,10,10
951,-26,0,1030,5.81,0,0,7,7
952,-22,0,1030,11.62,0,0,8,8
953,-22,0,1030,17.43,0,0,12,12
954,-23,-1,1030,24.58,0,0,15,15
955,-23,-1,1031,31.73,0,0,8,8
956,-22,-1,1032,38.88,0,0,11,11
957,-22,-2,1032,44.69,0,0,18,18
958,-21,-2,1033,50.5,0,0,16,16
959,-22,-2,1034,56.31,0,0,11,11
960,-21,-3,1035,61.23,0,0,10,10
961,-22,-3,1035,67.04,0,0,11,11
962,-22,-3,1035,72.85,0,0,10,10
963,-22,-3,1035,77.77,0,0,10,10
964,-22,-4,1035,82.69,0,0,12,12
965,-23,-4,1034,89.84,0,0,12,12
966,-23,-5,1034,95.65,0,0,10,10
967,-23,-5,1035,5.81,0,0,10,10
968,-22,-6,1036,9.83,0,0,9,9
969,-22,-5,1037,14.75,0,0,9,9
970,-22,-4,1037,19.67,0,0,11,11
971,-22,-4,1037,25.48,0,0,12,12
972,-22,-3,1037,5.81,0,0,12,12
973,-22,-3,1036,11.62,0,0,12,12
974,-24,-2,1036,4.92,0,0,21,21
975,-23,-2,1035,4.02,0,0,18,18
976,-23,-2,1035,7.15,0,0,13,13
977,-23,-2,1035,4.02,0,0,18,18
978,-23,-2,1035,4.92,0,0,17,17
979,-22,-3,1035,8.05,0,0,19,19
980,-21,-3,1036,11.18,0,0,22,22
981,-21,-5,1036,3.13,0,0,20,20
982,-21,-5,1036,8.05,0,0,24,24
983,-20,-5,1037,11.18,0,0,19,19
984,-21,-5,1038,4.02,0,0,13,13
985,-22,-5,1038,9.83,0,0,17,17
986,-22,-6,1038,14.75,0,0,22,22
987,-22,-6,1038,18.77,0,0,16,16
988,-22,-7,1037,22.79,0,0,16,16
989,-23,-8,1037,3.13,0,0,11,11
990,-22,-8,1037,7.15,0,0,10,10
991,-22,-9,1038,11.17,0,0,9,9
992,-23,-9,1038,14.3,0,0,11,11
993,-21,-9,1038,17.43,0,0,14,14
994,-22,-6,1038,4.02,0,0,21,21
995,-22,-5,1037,7.15,0,0,26,26
996,-22,-4,1036,3.13,0,0,21,21
997,-23,-3,1035,3.13,0,0,19,19
998,-23,-2,1034,3.13,0,0,13,13
999,-23,-1,1033,6.26,0,0,13,13
1000,-23,-1,1032,1.79,0,0,13,13
1001,-23,-1,1032,1.79,0,0,13,13
1002,-23,-1,1031,3.58,0,0,11,11
1003,-22,-3,1031,5.37,0,0,19,19
1004,-21,-4,1032,0.89,0,0,22,22
1005,-19,-5,1032,0.89,0,0,50,50
1006,-18,-6,1032,1.34,0,0,58,58
1007,-16,-8,1032,1.79,0,0,60,60
1008,-18,-8,1032,0.89,0,0,69,69
1009,-18,-8,1031,3.13,0,0,108,108
1010,-18,-11,1031,6.26,0,0,51,51
1011,-19,-8,1031,8.05,0,0,54,54
1012,-19,-11,1030,11.18,0,0,38,38
1013,-19,-10,1030,14.31,0,0,27,27
1014,-19,-11,1030,16.1,0,0,23,23
1015,-19,-11,1030,19.23,0,0,27,27
1016,-19,-11,1030,21.02,0,0,28,28
1017,-17,-10,1031,24.15,0,0,24,24
1018,-17,-7,1031,0.89,0,0,26,26
1019,-18,-5,1031,1.78,0,0,23,23
1020,-18,-3,1030,1.79,0,0,37,37
1021,-19,0,1029,0.89,0,0,46,46
1022,-20,1,1028,1.79,0,0,49,49
1023,-20,3,1027,1.79,0,0,53,53
1024,-20,3,1026,3.13,0,0,57,57
1025,-20,3,1026,7.15,0,0,51,51
1026,-20,2,1026,11.17,0,0,64,64
1027,-18,0,1026,15.19,0,0,100,100
1028,-15,-1,1027,18.32,0,0,113,113
1029,-15,0,1027,22.34,0,0,136,136
1030,-15,-4,1027,0.89,0,0,213,213
1031,-13,-5,1028,1.78,0,0,259,259
1032,-13,-6,1028,2.67,0,0,267,267
1033,-13,-7,1028,0.89,0,0,351,351
1034,-14,-7,1029,0.89,0,0,980,980
1035,-14,-5,1029,3.13,0,0,790,790
1036,-14,-6,1030,6.26,0,0,599,599
1037,-14,-5,1030,10.28,0,0,39,39
1038,-17,-3,1030,15.2,0,0,7,7
1039,-17,-3,1031,4.02,0,0,8,8
1040,-18,-4,1032,4.02,0,0,7,7
1041,-20,-3,1033,8.94,0,0,7,7
1042,-21,-3,1034,14.75,0,0,7,7
1043,-22,-3,1035,20.56,0,0,16,16
1044,-22,-3,1035,5.81,0,0,19,19
1045,-23,-2,1035,4.92,0,0,15,15
1046,-24,-2,1033,4.92,0,0,21,21
1047,-23,-2,1033,9.84,0,0,18,18
1048,-24,-2,1032,13.86,0,0,16,16
1049,-24,-2,1032,17.88,0,0,15,15
1050,-23,-2,1032,21.9,0,0,16,16
1051,-23,-4,1033,23.69,0,0,16,16
1052,-22,-5,1033,0.89,0,0,21,21
1053,-23,-5,1035,1.79,0,0,36,36
1054,-22,-8,1035,4.92,0,0,51,51
1055,-21,-7,1036,8.05,0,0,67,67
1056,-22,-8,1036,11.18,0,0,46,46
1057,-21,-7,1036,4.02,0,0,45,45
1058,-22,-7,1037,8.04,0,0,27,27
1059,-22,-7,1036,12.96,0,0,24,24
1060,-22,-8,1037,0.89,0,0,18,18
1061,-22,-8,1036,1.78,0,0,15,15
1062,-22,-9,1036,3.13,0,0,17,17
1063,-22,-9,1036,7.15,0,0,11,11
1064,-22,-10,1037,4.02,0,0,16,16
1065,-21,-9,1037,7.15,0,0,16,16
1066,-22,-6,1038,10.28,0,0,39,39
1067,-23,-5,1038,12.07,0,0,25,25
1068,-23,-4,1037,15.2,0,0,17,17
1069,-23,-3,1036,16.99,0,0,8,8
1070,-23,-1,1035,18.78,0,0,11,11
1071,-23,0,1033,4.02,0,0,14,14
1072,-26,0,1032,1.79,0,0,15,15
1073,-26,0,1032,2.68,0,0,15,15
1074,-26,0,1032,3.57,0,0,13,13
1075,-23,-3,1033,1.79,0,0,13,13
1076,-22,-4,1033,2.68,0,0,26,26
1077,-21,-6,1034,0.89,0,0,50,50
1078,-20,-9,1034,0.89,0,0,73,73
1079,-20,-8,1034,0.89,0,0,96,96
1080,-18,-10,1034,1.79,0,0,116,116
1081,-17,-11,1034,4.92,0,0,146,146
1082,-19,-10,1034,8.05,0,0,113,113
1083,-19,-11,1034,11.18,0,0,91,91
1084,-20,-12,1034,12.07,0,0,70,70
1085,-18,-12,1033,0.45,0,0,65,65
1086,-17,-13,1033,0.89,0,0,51,51
1087,-20,-12,1033,4.02,0,0,29,29
1088,-20,-12,1033,8.04,0,0,30,30
1089,-18,-11,1033,9.83,0,0,26,26
1090,-19,-7,1033,12.96,0,0,26,26
1091,-20,-4,1032,0.89,0,0,24,24
1092,-20,-3,1032,1.78,0,0,21,21
1093,-21,-1,1031,1.79,0,0,24,24
1094,-21,1,1030,0.89,0,0,39,39
1095,-19,2,1028,4.02,0,0,79,79
1096,-16,3,1027,8.04,0,0,99,99
1097,-15,3,1027,12.06,0,0,118,118
1098,-15,1,1026,15.19,0,0,140,140
1099,-13,-1,1026,18.32,0,0,159,159
1100,-12,-1,1027,20.11,0,0,161,161
1101,-12,-3,1027,21,0,0,167,167
1102,-12,-5,1026,0.89,0,0,178,178
1103,-12,-6,1026,1.78,0,0,192,192
1104,-12,-4,1026,0.89,0,0,198,198
1105,-13,-6,1025,0.89,0,0,207,207
1106,-13,-5,1025,1.78,0,0,237,237
1107,-12,-6,1025,3.13,0,0,247,247
1108,-12,-5,1025,7.15,0,0,227,227
1109,-12,-3,1024,11.17,0,0,176,176
1110,-8,-1,1024,19.22,0,0,113,113
1111,-15,-1,1025,28.16,0,0,46,46
1112,-15,-2,1026,35.31,0,0,18,18
1113,-19,-3,1027,42.46,0,0,13,13
1114,-22,-2,1028,54.53,0,0,22,22
1115,-22,-1,1029,63.47,0,0,15,15
1116,-23,-1,1028,74.65,0,0,18,18
1117,-25,0,1028,86.72,0,0,18,18
1118,-25,1,1027,97.9,0,0,12,12
1119,-25,1,1027,107.73,0,0,11,11
1120,-26,2,1026,118.91,0,0,11,11
1121,-27,1,1026,130.09,0,0,12,12
1122,-25,1,1026,139.03,0,0,9,9
1123,-22,-3,1026,1.79,0,0,9,9
1124,-22,-2,1026,0.89,0,0,27,27
1125,-19,-4,1026,2.68,0,0,31,31
1126,-18,-4,1027,4.47,0,0,39,39
1127,-20,-4,1027,6.26,0,0,49,49
1128,-18,-8,1027,9.39,0,0,48,48
1129,-19,-6,1027,0.45,0,0,50,50
1130,-19,-7,1027,0.89,0,0,38,38
1131,-17,-9,1026,0.89,0,0,36,36
1132,-18,-9,1026,0.89,0,0,41,41
1133,-16,-10,1025,0.89,0,0,80,80
1134,-18,-9,1025,0.89,0,0,70,70
1135,-18,-11,1026,1.79,0,0,74,74
1136,-18,-11,1026,0.89,0,0,77,77
1137,-17,-8,1026,1.78,0,0,87,87
1138,-18,-4,1027,3.13,0,0,107,107
1139,-17,0,1026,0.89,0,0,54,54
1140,-21,2,1026,1.78,0,0,36,36
1141,-21,3,1024,2.67,0,0,34,34
1142,-21,5,1022,5.81,0,0,19,19
1143,-21,5,1021,11.62,0,0,26,26
1144,-21,6,1021,13.41,0,0,27,27
1145,-21,4,1021,5.81,0,0,27,27
1146,-21,4,1021,9.83,0,0,29,29
1147,-21,3,1021,4.02,0,0,41,41
1148,-20,2,1021,4.92,0,0,47,47
1149,-20,3,1021,8.94,0,0,115,115
1150,-20,2,1021,12.96,0,0,265,265
1151,-17,-1,1021,14.75,0,0,236,236
1152,-16,-3,1021,0.89,0,0,296,296
1153,-15,-5,1020,1.78,0,0,159,159
1154,-15,-6,1020,2.67,0,0,119,119
1155,-14,-7,1019,3.56,0,0,115,115
1156,-15,-8,1019,4.45,0,0,168,168
1157,-15,-8,1018,4.9,0,0,177,177
1158,-15,-8,1018,5.79,0,0,191,191
1159,-15,-9,1018,1.79,0,0,185,185
1160,-15,-9,1018,3.58,0,0,157,157
1161,-13,-6,1018,0.89,0,0,114,114
1162,-14,-2,1018,2.68,0,0,117,117
1163,-15,1,1018,4.47,0,0,112,112
1164,-17,4,1017,0.89,0,0,107,107
1165,-16,7,1017,1.78,0,0,96,96
1166,-16,9,1016,4.02,0,0,99,99
1167,-17,10,1015,5.81,0,0,82,82
1168,-18,11,1014,8.94,0,0,58,58
1169,-18,10,1014,3.13,0,0,40,40
1170,-18,9,1014,3.13,0,0,45,45
1171,-19,7,1014,6.26,0,0,44,44
1172,-18,7,1014,10.28,0,0,49,49
1173,-16,1,1015,0.89,0,0,65,65
1174,-14,-1,1015,1.78,0,0,101,101
1175,-13,-2,1015,2.67,0,0,146,146
1176,-13,-3,1015,3.56,0,0,165,165
1177,-12,-4,1015,4.45,0,0,205,205
1178,-14,-1,1015,5.34,0,0,191,191
1179,-14,-3,1015,0.89,0,0,204,204
1180,-12,-5,1014,1.78,0,0,190,190
1181,-12,-6,1014,3.57,0,0,174,174
1182,-12,-6,1014,5.36,0,0,144,144
1183,-12,-7,1014,0.89,0,0,120,120
1184,-13,-8,1014,1.79,0,0,122,122
1185,-11,-6,1014,0.89,0,0,152,152
1186,-12,0,1015,1.79,0,0,158,158
1187,-12,3,1014,1.79,0,0,178,178
1188,-11,5,1014,3.58,0,0,184,184
1189,-10,7,1013,5.37,0,0,184,184
1190,-9,8,1012,8.5,0,0,185,185
1191,-9,9,1011,11.63,0,0,175,175
1192,-8,9,1010,14.76,0,0,165,165
1193,-8,9,1011,0.89,0,0,150,150
1194,-8,8,1010,1.78,0,0,163,163
1195,-8,7,1010,3.13,0,0,172,172
1196,-8,5,1011,4.92,0,0,184,184
1197,-9,2,1011,1.79,0,0,178,178
1198,-7,-1,1011,0.89,0,0,211,211
1199,-8,-2,1012,0.45,0,0,213,213
1200,-8,-2,1011,1.34,0,0,282,282
1201,-7,-2,1011,2.23,0,0,261,261
1202,-6,-1,1011,2.68,0,0,215,215
1203,-6,-2,1011,3.57,0,0,233,233
1204,-6,-2,1011,0.89,0,0,235,235
1205,-7,-2,1011,2.68,0,0,214,214
1206,-8,-3,1011,4.47,0,0,205,205
1207,-8,-5,1011,7.6,0,0,206,206
1208,-7,-3,1012,9.39,0,0,220,220
1209,-6,-1,1013,12.52,0,0,191,191
1210,-6,3,1014,17.44,0,0,189,189
1211,-8,6,1014,22.36,0,0,109,109
1212,-8,10,1014,25.49,0,0,65,65
1213,-13,12,1014,31.3,0,0,35,35
